0.000000	0.800796	speaker1
0.800796	1.239449	speaker2
1.438373	1.953535	speaker1
1.953535	2.376886	speaker2
2.968557	3.580630	speker1
4.182503	4.753772	speaker1
5.488260	5.957516	speaker1
6.222748	10.486861	speaker1
11.629398	12.894350	speaker1
13.098375	17.586914	speaker1
17.892951	20.361648	speaker1
20.994124	26.176347	speaker1
26.625201	32.684729	speaker1
33.194791	33.623242	speaker1
33.847669	36.622403	speaker1
37.785343	38.172989	speaker1
38.438221	46.252361	speaker1
46.782824	50.781705	speaker1
51.067339	54.086902	speaker2
54.596964	55.229440	speaker1
55.617086	59.595565	speaker1
59.819992	62.166274	speaker1
62.921165	65.369459	speaker1
65.777508	81.936251	speaker1
81.936251	84.710984	speaker2
84.710984	86.669620	speaker1
86.669620	88.138596	speaker2
89.362743	90.913330	speaker2
90.913330	94.504162	speaker1
94.504162	95.238650	speaker2
95.238650	106.337584	speaker1
106.990463	111.805442	speaker1
