10.942599	15.860043	speaker1
15.860043	17.109822	speaker2
17.109822	19.525649	speaker1
19.525649	20.907886	speaker2
20.907886	25.981123	speaker1
25.981123	27.652986	speaker2
27.652986	28.476563	speaker1
28.476563	33.426264	speaker2
33.426264	34.689082	speaker1
34.689082	35.150286	speaker2
35.150286	35.611489	speaker1
35.611489	36.874308	speaker2
36.874308	37.840639	speaker1
37.840639	40.443000	speaker2
40.443000	46.691351	speaker1
46.691351	48.404392	speaker2
48.404392	49.096197	speaker1
49.096197	51.259461	speaker2
51.259461	51.775569	speaker1
51.775569	52.917597	speaker2
52.917597	68.345948	speaker1
68.345948	69.224430	speaker2
69.224000	84.312000	speaker1
84.312369	88.660858	speaker2
88.660858	92.185770	speaker1
92.185770	116.278156	speaker2
116.278156	117.354297	speaker1
117.354297	120.000726	speaker2
