0.000000	2.052467	speaker1
2.584588	4.028917	speaker1
4.332986	4.789090	speaker1
5.397229	9.958267	speaker1
10.414371	11.098526	speaker1
11.630648	16.951859	speaker1
17.483980	20.676707	speaker1
21.132810	22.501122	speaker2
22.501122	23.527356	speaker2
23.869433	30.406922	speaker1
30.748999	32.269346	speaker1
32.649432	34.055752	speaker1
34.397830	35.918176	speaker1
36.146228	37.628565	speaker1
38.084669	39.110903	speaker1
39.300946	41.087353	speaker1
41.429431	43.557915	speaker1
43.976010	48.156962	speaker1
49.259213	52.679992	speaker1
53.098087	55.910727	speaker1
57.545099	58.381289	speaker1
59.179471	60.661809	speaker2
61.041895	61.574016	speaker2
61.802068	63.284406	speaker2
63.588475	69.175747	speaker2
69.175747	70.239989	speaker1
70.239989	72.672543	speaker2
73.280681	73.888819	speaker1
73.888819	76.207347	speaker2
77.423624	77.955745	speaker2
78.335832	79.057996	speaker2
79.514100	80.654359	speaker2
81.566567	83.923104	speaker2
84.113147	86.925787	speaker2
87.647951	89.320332	speaker2
89.320332	91.334791	speaker1
91.334791	94.223448	speaker2
94.223448	95.021630	speaker1
95.249682	96.085872	speaker1
96.922063	99.354616	speaker1
99.620677	102.851412	speaker1
103.345525	103.573577	speaker1
