0.868623	1.346366	silence
4.256255	4.907723	silence
5.602621	5.993502	silence
6.731832	7.296437	silence
9.250840	9.902308	silence
20.021771	20.499514	silence
23.713421	24.364889	silence
29.142318	29.576630	silence
39.131488	39.565800	silence
42.215101	42.779707	silence
43.735193	45.168421	silence
47.339980	47.861154	silence
50.727612	51.205355	silence
52.855739	53.333482	silence
56.547389	57.198857	silence
58.936104	59.326984	silence
63.235790	63.583239	silence
67.318320	67.926357	silence
69.272723	69.793897	silence
72.877511	73.355253	silence
77.090334	77.741802	silence
79.565911	79.956792	silence
83.300992	83.778735	silence
84.299909	84.777652	silence
85.085108	85.472551	silence
87.470385	87.768020	silence
89.381357	89.902531	silence
91.273115	91.586843	silence
97.482760	97.720760	silence
99.023077	99.457389	silence
100.977480	101.498654	silence
104.104525	104.557860	silence
117.615421	118.015695	silence
