12.145022	14.560849	speaker1
14.560849	19.628596	speaker2
19.628596	21.094564	speaker1
21.094564	21.742445	speaker2
21.742445	23.680973	speaker1
24.728410	25.691855	speaker1
25.795611	26.413203	speaker1
26.655300	27.939892	speaker1
28.088115	29.115789	speaker1
29.308478	30.281804	speaker1
30.820345	32.445848	speaker1
32.658300	33.656330	speaker1
33.878663	35.094086	speaker1
35.351004	35.766027	speaker1
35.884604	36.339153	speaker1
36.497256	36.571368	speaker1
36.685005	37.935012	speaker1
38.182049	38.700827	speaker1
39.076000	40.816499	speaker2
40.816499	43.805000	speaker1
44.135643	44.402443	speaker2
44.817465	45.568458	speaker2
45.716680	48.700888	speaker2
48.987451	51.699918	speaker2
51.951895	52.757431	speaker2
52.905134	54.367918	speaker2
55.123851	58.024066	speaker2
58.167000	64.669364	speaker1
65.232608	66.023127	speaker1
66.210875	67.105149	speaker1
67.455942	69.531053	speaker1
70.049831	73.923372	speaker1
74.323572	74.615076	speaker1
74.763298	77.016276	speaker1
77.386832	79.788032	speaker1
80.069654	80.539025	speaker1
80.930000	82.426388	speaker2
83.068684	86.235700	speaker2
86.477796	87.999544	speaker2
88.221878	93.567760	speaker2
94.008621	95.568760	speaker1
96.008486	97.194264	speaker1
97.896000	100.697250	speaker2
101.023338	106.976932	speaker2
107.490769	108.637021	speaker2
109.126154	110.934466	speaker2
111.324784	112.456756	speaker2
112.456756	114.411000	speaker1
114.411380	120.000726	speaker2
