7.796533	12.606226	speaker1
12.606226	13.814139	speaker2
13.814139	14.912563	speaker1
15.618256	18.309739	speaker1
18.703614	23.681763	speaker1
24.245223	28.813085	speaker1
29.097550	30.088030	speaker1
30.088030	31.148985	speaker2
31.641329	33.780292	speaker1
34.108521	37.872220	speaker1
38.517739	39.633719	speaker1
41.154516	42.474635	speaker1
42.474635	44.589985	speaker2
45.175328	47.620638	speaker2
48.162217	52.972502	speaker2
52.972502	53.411743	speaker1
53.411743	55.924846	speaker2
56.450013	56.570364	speaker2
56.969710	60.857000	speaker2
60.857000	63.009134	speaker1
63.696853	66.291430	speaker2
66.630600	67.194061	speaker2
67.709048	68.197704	speaker1
68.197704	69.655782	speaker2
70.163309	70.624512	speaker1
70.624512	72.276148	speaker2
72.527791	74.283819	speaker2
74.491698	75.520151	speaker2
75.782734	79.152558	speaker2
79.551904	80.946879	speaker2
81.176640	83.058489	speaker2
84.334331	88.611039	speaker1
89.677785	90.766413	speaker1
92.188742	95.491061	speaker1
95.491061	96.942600	speaker2
97.774115	100.492949	speaker2
100.941530	102.062981	speaker2
102.352917	102.648323	speaker2
103.135197	104.141768	speaker2
104.858402	105.914208	speaker2
106.526903	108.687747	speaker2
108.961272	115.707142	speaker2
115.707142	116.333000	speaker1
116.333061	120.000726	speaker2
