2.052467	2.584588	silence
4.028917	4.332986	silence
4.789090	5.397229	silence
9.958267	10.414371	silence
11.098526	11.630648	silence
16.951859	17.483980	silence
20.676707	21.132810	silence
23.527356	23.869433	silence
30.406922	30.748999	silence
32.269346	32.649432	silence
34.055752	34.397830	silence
35.918176	36.146228	silence
37.628565	38.084669	silence
39.110903	39.300946	silence
41.087353	41.429431	silence
43.557915	43.976010	silence
48.156962	49.259213	silence
52.679992	53.098087	silence
55.910727	57.545099	silence
58.381289	59.179471	silence
60.661809	61.041895	silence
61.574016	61.802068	silence
63.284406	63.588475	silence
72.672543	73.280681	silence
76.207347	77.423624	silence
77.955745	78.335832	silence
79.057996	79.514100	silence
80.654359	81.566567	silence
83.923104	84.113147	silence
86.925787	87.647951	silence
95.021630	95.249682	silence
96.085872	96.922063	silence
99.354616	99.620677	silence
102.851412	103.345525	silence
103.573577	103.839637	silence
