11.442236	16.669208	speaker1
16.669208	16.909418	speaker2
16.909418	22.840548	speaker1
22.840548	24.125329	speaker2
24.125329	24.604376	speaker1
24.604376	26.147212	speaker2
26.147212	27.442973	speaker1
27.442973	29.374000	speaker2
29.374000	36.621744	speaker1
36.621744	36.959411	speaker2
36.959411	39.165912	speaker1
39.165912	40.311371	speaker2
40.311371	51.775569	speaker1
51.775569	52.357564	speaker2
52.357564	60.318813	speaker1
60.319000	84.515518	speaker2
84.515518	85.443416	speaker1
85.443416	88.968327	speaker2
88.968327	97.555495	speaker1
97.555495	104.253925	speaker2
104.253925	104.824938	speaker1
104.824938	105.363009	speaker2
105.363009	105.725383	speaker1
105.725383	120.000726	speaker2
