0.498804	0.855093	silence
7.482061	7.980865	silence
12.541359	13.467710	silence
15.747957	16.603050	silence
17.600658	18.099462	silence
25.082719	25.510265	silence
26.721646	27.006677	silence
33.063584	33.206099	silence
33.883047	34.096821	silence
34.666882	34.880656	silence
35.735748	36.359253	silence
41.471995	42.184572	silence
45.319912	45.747458	silence
46.495664	47.190427	silence
47.617974	47.956448	silence
55.046591	56.364859	silence
65.165188	65.610549	silence
66.732858	67.320734	silence
69.191249	70.099785	silence
71.364610	71.934672	silence
74.624651	75.194712	silence
86.791907	87.219453	silence
89.891618	90.426051	silence
91.762133	92.064978	silence
