1.239449	1.438373	silence
2.376886	2.968557	silence
3.580630	4.182503	silence
4.753772	5.488260	silence
5.957516	6.222748	silence
10.486861	11.629398	silence
12.894350	13.098375	silence
17.586914	17.892951	silence
20.361648	20.994124	silence
26.176347	26.625201	silence
32.684729	33.194791	silence
33.623242	33.847669	silence
36.622403	37.785343	silence
38.172989	38.438221	silence
43.374967	43.776446	silence
45.128261	45.626298	silence
46.252361	46.782824	silence
50.781705	51.067339	silence
54.086902	54.596964	silence
55.229440	55.617086	silence
59.595565	59.819992	silence
62.166274	62.921165	silence
65.369459	65.777508	silence
67.290913	67.550096	silence
70.863567	71.412424	silence
83.792204	84.081879	silence
88.548967	89.235038	silence
91.074726	91.633748	silence
93.519174	93.829177	silence
95.612963	95.989031	silence
96.898712	97.605111	silence
103.042863	103.434178	silence
106.173382	106.935684	silence
109.715544	110.360960	silence
