17.434460	17.822865	silence
21.373215	21.646739	silence
23.884171	24.606276	silence
29.157726	29.469544	silence
30.295588	30.503467	silence
32.609606	33.282477	silence
35.038505	35.733258	silence
39.245314	39.431311	silence
40.886462	41.220162	silence
42.111852	42.626078	silence
49.037496	49.655661	silence
50.273827	50.530940	silence
55.279328	55.623969	silence
56.822007	57.013474	silence
58.211512	58.392038	silence
60.000363	60.716998	silence
62.369086	62.795785	silence
78.321043	78.660213	silence
79.716018	79.989543	silence
81.165699	81.477517	silence
83.085842	83.512540	silence
85.487388	85.629621	silence
91.816748	92.030097	silence
94.371468	94.902106	silence
106.980954	107.276360	silence
109.661495	110.170251	silence
113.102435	113.386900	silence
113.983184	114.639643	silence
118.676867	119.147329	silence
