11.433330	11.969438	silence
12.472723	12.932245	silence
14.644509	15.860043	silence
19.152195	19.525649	silence
20.306469	20.907886	silence
21.548270	22.401667	silence
24.901682	25.350263	silence
27.505637	27.652986	silence
28.331681	28.476563	silence
28.873260	29.546131	silence
30.492526	30.689464	silence
31.236513	32.303259	silence
34.535220	34.689082	silence
35.459733	35.611489	silence
37.139174	37.303289	silence
37.494756	37.840639	silence
39.152316	40.076829	silence
42.489316	42.954308	silence
44.622808	44.715807	silence
45.859140	46.072489	silence
46.269427	46.691351	silence
48.195040	48.404392	silence
48.802265	49.096197	silence
49.332902	49.584545	silence
50.563763	51.259461	silence
51.668803	51.775569	silence
52.358085	53.107542	silence
54.781513	55.044097	silence
55.727908	55.859200	silence
57.051767	57.155707	silence
58.069279	58.397509	silence
59.163378	59.858130	silence
61.920506	62.226853	silence
64.453344	65.317682	silence
65.662323	66.083551	silence
68.080281	68.386628	silence
69.043087	69.212673	silence
69.535432	70.235655	silence
71.149227	71.652512	silence
75.153628	75.563914	silence
75.810087	76.537662	silence
79.070500	79.207263	silence
81.373578	81.663514	silence
83.173370	83.304662	silence
83.807947	84.316703	silence
88.605569	88.660858	silence
90.022426	90.120895	silence
90.728120	90.925058	silence
92.489619	93.518071	silence
95.760973	97.008246	silence
98.911977	99.262088	silence
99.781785	101.094704	silence
103.583778	103.671306	silence
104.376999	105.060811	silence
105.465627	105.558625	silence
105.919678	106.346376	silence
107.697588	108.277460	silence
110.055370	110.810298	silence
112.993025	113.086023	silence
113.392371	113.474428	silence
115.361748	116.302673	silence
116.931780	117.354297	silence
117.993055	118.244698	silence
