11.849087	13.107300	speaker1
13.107300	13.391766	speaker2
13.391766	17.434460	speaker1
17.822865	18.326150	speaker2
18.326150	19.212370	speaker1
19.212370	20.426819	speaker2
20.426819	20.973869	speaker1
20.973869	21.373215	speaker2
21.717856	23.566882	speaker1
23.566882	23.884171	speaker2
24.606276	25.733197	speaker1
25.733197	28.676322	speaker2
28.676322	29.157726	speaker1
29.469544	30.295588	speaker1
30.503467	31.203690	speaker2
31.203690	32.609606	speaker1
33.282477	35.038505	speaker1
35.733258	36.958648	speaker1
36.958648	39.245314	speaker2
39.431311	40.886462	speaker2
41.220162	42.111852	speaker2
42.626078	49.037496	speaker2
49.655661	50.273827	speaker2
50.530940	52.265086	speaker2
52.265086	52.998132	speaker1
52.998132	53.851529	speaker2
53.851529	55.279328	speaker1
55.623969	56.822007	speaker1
57.013474	57.407350	speaker2
57.407350	58.211512	speaker1
58.392038	60.000363	speaker2
60.716998	61.367986	speaker2
61.367986	62.369086	speaker1
62.795785	64.387698	speaker1
64.387698	65.219213	speaker2
65.219213	67.494938	speaker1
67.494938	68.227984	speaker2
68.227984	68.982912	speaker1
68.982912	71.696276	speaker2
71.696276	72.790375	speaker1
72.790375	74.081411	speaker2
74.776164	78.321043	speaker2
78.660213	79.716018	speaker2
79.989543	81.165699	speaker2
81.477517	83.085842	speaker2
83.512540	85.487388	speaker2
85.629621	91.816748	speaker2
92.030097	94.371468	speaker2
94.902106	97.429473	speaker1
97.429473	99.190972	speaker2
99.190972	101.762103	speaker1
101.762103	103.556425	speaker2
103.556425	104.158179	speaker1
104.158179	106.236966	speaker2
106.236966	106.980954	speaker1
107.276360	109.661495	speaker2
110.170251	113.102435	speaker2
113.386900	113.983184	speaker2
114.639643	118.676867	speaker2
119.147329	120.000726	speaker2
