23.680973	24.728410	silence
25.691855	25.795611	silence
26.413203	26.655300	silence
27.939892	28.088115	silence
29.115789	29.308478	silence
30.281804	30.820345	silence
32.445848	32.658300	silence
33.656330	33.878663	silence
35.094086	35.351004	silence
35.766027	35.884604	silence
36.339153	36.497256	silence
36.571368	36.685005	silence
37.935012	38.182049	silence
38.700827	39.076323	silence
43.804613	44.130702	silence
44.402443	44.817465	silence
45.568458	45.716680	silence
48.700888	48.987451	silence
51.699918	51.951895	silence
52.757431	52.905134	silence
54.367918	55.123851	silence
58.024066	58.167000	silence
64.669364	65.232608	silence
66.023127	66.210875	silence
67.105149	67.455942	silence
69.531053	70.049831	silence
73.923372	74.323572	silence
74.615076	74.763298	silence
77.016276	77.386832	silence
79.788032	80.069654	silence
80.539025	80.930000	silence
82.426388	83.068684	silence
86.235700	86.477796	silence
87.999544	88.221878	silence
93.567760	94.008621	silence
95.568760	96.008486	silence
97.194264	97.896000	silence
100.697250	101.023338	silence
106.976932	107.490769	silence
108.637021	109.126154	silence
110.934466	111.324784	silence
