1.888007	2.171639	silence
3.329463	4.049502	silence
4.919310	6.192340	silence
7.113991	7.643940	silence
12.833985	13.289050	silence
15.288249	15.748705	silence
16.434183	17.206065	silence
18.392690	19.060887	silence
23.300766	23.836190	silence
26.975562	27.637998	silence
28.219790	28.507806	silence
31.336122	31.791187	silence
32.298094	33.017093	silence
34.705907	35.043246	silence
39.861390	40.126365	silence
45.127965	45.552583	silence
50.423593	50.696545	silence
52.217269	52.326715	silence
54.031768	54.550197	silence
56.019078	56.387738	silence
